序號,測站,監測日期,監測時間,測站氣壓(hPa),溫度(℃),相對溼度(%),風向,風速(m/s),降水量(mm),日照時數(小時)
323,臺北,2017/12/19,13:12:00,"1,022.50",14.2,88,東北,2.6,2,0
324,臺北,2017/12/19,12:12:00,"1,023.80",14.2,87,東北東,2.2,0,0
325,臺北,2017/12/19,11:12:00,"1,024.40",14,87,東北東,2.5,1,0
326,臺北,2017/12/19,10:12:00,"1,025.10",13.7,85,東北,3.6,1,0
327,臺北,2017/12/19,09:12:00,"1,025.20",13.6,83,東北,3.3,1,0
328,臺北,2017/12/19,08:12:00,"1,024.30",14.1,83,東北,3.5,1,0
329,臺北,2017/12/19,07:12:00,"1,024.30",14,86,東北東,2.5,0,0
330,臺北,2017/12/19,06:12:00,"1,023.40",14.1,86,東北,2.6,1,0
331,臺北,2017/12/19,05:12:00,"1,022.60",14.3,85,東北東,2,0,-
332,臺北,2017/12/19,04:12:00,"1,021.90",14.6,86,東北,3.4,0,-
333,臺北,2017/12/19,03:12:00,"1,022.20",14.8,85,東北,2.9,0,-
334,臺北,2017/12/19,02:12:00,"1,022",14.8,86,東北東,3.6,0,-
335,臺北,2017/12/19,01:12:00,"1,022.10",14.6,88,東北東,2.4,0,-
336,臺北,2017/12/19,00:12:00,"1,024.90",15,82,東北東,2,0,-
337,臺北,2017/12/18,23:12:00,"1,022.10",14.7,87,東北東,2.4,0,-
338,臺北,2017/12/18,22:12:00,"1,022.10",14.7,87,東北東,3.4,0,-
339,臺北,2017/12/18,21:12:00,"1,022.30",14.7,87,東北東,2.5,0,-
340,臺北,2017/12/18,20:12:00,"1,022",14.9,86,東北東,2,0,-
341,臺北,2017/12/18,19:12:00,"1,021.70",14.9,86,東北東,3,0,0
342,臺北,2017/12/18,18:12:00,"1,021",14.9,83,東北,3.7,1,0
343,臺北,2017/12/18,17:12:00,"1,020.60",15.1,84,東北,3.4,0,0
344,臺北,2017/12/18,16:12:00,"1,019.90",15.4,84,東北,3,0,0
345,臺北,2017/12/18,15:12:00,"1,019.80",15.3,84,東北,3.6,0,0
346,臺北,2017/12/18,14:12:00,"1,019.70",15.4,85,東北,4.2,0,0
347,臺北,2017/12/18,13:12:00,"1,020.10",15.3,86,東北,3.5,0,0
348,臺北,2017/12/18,12:12:00,"1,021",15.3,86,東北,3.7,0,0
349,臺北,2017/12/18,11:12:00,"1,022.10",15,87,東北,3.8,0,0
350,臺北,2017/12/18,10:12:00,"1,022.70",14.8,88,東北東,2.3,0,0
351,臺北,2017/12/18,09:12:00,"1,023",14.5,88,東北,3.1,1,0
352,臺北,2017/12/18,08:12:00,"1,022.70",14.1,88,東,1.8,0,0
353,臺北,2017/12/18,07:12:00,"1,022.30",13.8,89,東,1.2,1,0
354,臺北,2017/12/18,06:12:00,"1,021.90",13.7,88,東北,0.8,0,0
355,臺北,2017/12/18,05:12:00,"1,021.30",13.8,85,東北,3,0,-
356,臺北,2017/12/18,04:12:00,"1,020.90",14.2,83,東北東,2.3,0,-
357,臺北,2017/12/18,03:12:00,"1,021.10",14.3,81,東北東,2.5,0,-
358,臺北,2017/12/18,02:12:00,"1,021.40",14.7,76,東北,3.2,0,-
359,臺北,2017/12/18,01:12:00,"1,021.80",14.5,77,東北東,2.4,0,-
360,臺北,2017/12/18,00:12:00,"1,022",14.8,87,東北東,3.2,0,-
361,臺北,2017/12/17,23:12:00,"1,022.60",14.1,79,東北東,3.1,0,-
362,臺北,2017/12/17,22:12:00,"1,022.80",14.2,79,東北,2.7,0,-
363,臺北,2017/12/17,21:12:00,"1,023.20",14,80,東北東,2.5,0,-
364,臺北,2017/12/17,20:12:00,"1,023",13.7,83,東北東,2.5,0,-
365,臺北,2017/12/17,19:12:00,"1,023",13.5,82,東北,3.9,0,0
366,臺北,2017/12/17,18:12:00,"1,022.60",13.4,83,東北,3,0,0
367,臺北,2017/12/17,17:12:00,"1,022.20",13.3,84,東北東,3.3,0,0
368,臺北,2017/12/17,16:12:00,"1,021.80",13.6,83,東北東,2.6,0,0
369,臺北,2017/12/17,15:12:00,"1,021.50",14,83,東北東,2.7,0,0
370,臺北,2017/12/17,14:12:00,"1,022",13.8,83,東北,3.4,0,0
371,臺北,2017/12/17,13:12:00,"1,022.70",13.6,82,東北東,3.8,0,0
372,臺北,2017/12/17,12:12:00,"1,023.50",13.4,83,東北,3.6,0,0
373,臺北,2017/12/17,11:12:00,"1,024.50",13,82,東南東,1.7,0,0
374,臺北,2017/12/17,10:12:00,"1,025",13.4,77,東北東,3,0,0
375,臺北,2017/12/17,09:12:00,"1,025.20",13,78,東北,3,0,0
376,臺北,2017/12/17,08:12:00,"1,025.30",13.1,74,東北東,2.6,0,0
377,臺北,2017/12/17,07:12:00,"1,025.10",13.1,73,東北,3.5,0,0
378,臺北,2017/12/17,06:12:00,"1,024.90",12.9,74,東北,4.2,0,0
379,臺北,2017/12/17,05:12:00,"1,024.60",13.2,72,東北,4.4,0,-
380,臺北,2017/12/17,04:12:00,"1,024.70",12.9,76,東北,3,0,-
381,臺北,2017/12/17,03:12:00,"1,024.60",13.2,74,東北,3.8,0,-
382,臺北,2017/12/17,02:12:00,"1,024.50",13.4,74,東北,3.9,0,-
383,臺北,2017/12/17,01:12:00,"1,024.40",13.6,75,東北,4.3,0,-
384,臺北,2017/12/17,00:12:00,"1,022.10",14.3,79,東北東,2.5,0,-
385,臺北,2017/12/16,23:12:00,"1,024.50",14.2,74,東北,2.8,0,-
386,臺北,2017/12/16,22:12:00,"1,024.50",14.7,74,北北東,2.4,0,-
387,臺北,2017/12/16,21:12:00,"1,024.20",14.9,74,北北東,3.2,0,-
388,臺北,2017/12/16,20:12:00,"1,024.10",15,72,東北,3.4,0,-
389,臺北,2017/12/16,19:12:00,"1,023.70",15.2,74,東北東,2.7,0,0
390,臺北,2017/12/16,18:12:00,"1,023",15.4,72,東北,3.2,0,0
391,臺北,2017/12/16,17:12:00,"1,022.20",16,71,北,3.4,0,0
392,臺北,2017/12/16,16:12:00,"1,020.80",16.4,72,北北東,2,0,0
393,臺北,2017/12/16,15:12:00,"1,019.70",17.1,72,北,2.7,0,0
394,臺北,2017/12/16,14:12:00,"1,019",17.9,75,北北東,2.2,0,0
395,臺北,2017/12/16,13:12:00,"1,018.70",18.1,76,東北,3.3,0,0
396,臺北,2017/12/16,12:12:00,"1,018.60",18.6,77,東北,3.9,0,0
397,臺北,2017/12/16,11:12:00,"1,018.80",19.5,78,東北,2.4,0,0
398,臺北,2017/12/16,10:12:00,"1,018.70",19.4,82,東北東,1.6,0,0
399,臺北,2017/12/16,09:12:00,"1,018.40",19.3,86,南南西,1.1,0,0
400,臺北,2017/12/16,08:12:00,"1,017.60",19,87,南,1.1,0,0
401,臺北,2017/12/16,07:12:00,"1,016.80",18.5,88,南南西,0.9,0,0
402,臺北,2017/12/16,06:12:00,"1,016",18.5,86,東南,0.9,0,0
403,臺北,2017/12/16,05:12:00,"1,016.10",19.2,79,東北東,1.3,0,-
404,臺北,2017/12/16,04:12:00,"1,015.40",19.5,76,東南,1,0,-
405,臺北,2017/12/16,03:12:00,"1,015.40",19.7,77,南南東,0.7,0,-
406,臺北,2017/12/16,02:12:00,"1,015.40",19.5,75,南,0.3,0,-
407,臺北,2017/12/16,01:12:00,"1,015.20",19.8,72,南,0.5,0,-
408,臺北,2017/12/16,00:12:00,"1,024.50",13.8,76,東北,3.3,0,-
409,臺北,2017/12/15,23:12:00,"1,015.20",20.1,70,南南東,1.6,0,-
410,臺北,2017/12/15,22:12:00,"1,015.10",20.7,68,東,1.6,0,-
411,臺北,2017/12/15,21:12:00,"1,014.90",21.1,66,東北東,1.2,0,-
412,臺北,2017/12/15,20:12:00,"1,014.60",21.3,66,東北,2,0,-
413,臺北,2017/12/15,19:12:00,"1,014.20",21.7,64,東北,1.7,0,0
414,臺北,2017/12/15,18:12:00,"1,014.10",22,65,東北東,2.2,0,0
415,臺北,2017/12/15,17:12:00,"1,013.60",22.4,63,東北東,3.4,0,0.1
416,臺北,2017/12/15,16:12:00,"1,013.10",22.8,61,東北東,4.1,0,0
417,臺北,2017/12/15,15:12:00,"1,012.30",23.6,62,東,2.4,0,0.1
418,臺北,2017/12/15,14:12:00,"1,011.90",23.7,64,東,3.9,0,0.9
419,臺北,2017/12/15,13:12:00,"1,012.30",23.7,63,東北東,4,0,1
420,臺北,2017/12/15,12:12:00,"1,013.50",23.3,68,東北,5.2,0,0.8
421,臺北,2017/12/15,11:12:00,"1,014.70",23.4,67,東北東,4.8,0,1
422,臺北,2017/12/15,10:12:00,"1,015.40",22.7,71,東北,3.6,0,0.8
423,臺北,2017/12/15,09:12:00,"1,016.20",20.6,77,東北東,3.6,0,0.2
424,臺北,2017/12/15,08:12:00,"1,015.90",20.2,74,東北,3.6,0,0.7
425,臺北,2017/12/15,07:12:00,"1,015.70",19,80,東北,3.4,0,0
426,臺北,2017/12/15,06:12:00,"1,015.30",18.7,84,東北,3.3,0,0
427,臺北,2017/12/15,05:12:00,"1,015.10",19.1,81,東北,3.5,0,-
428,臺北,2017/12/15,04:12:00,"1,015.10",19.1,81,東北,4,0,-
429,臺北,2017/12/15,03:12:00,"1,015.30",19,82,東北,2.9,0,-
430,臺北,2017/12/15,02:12:00,"1,015.40",18.9,83,東北,3.8,0,-
431,臺北,2017/12/15,01:12:00,"1,015.40",18.8,84,東北東,2.7,0,-
432,臺北,2017/12/15,00:12:00,"1,015.20",20,71,東南東,0.6,0,-
433,臺北,2017/12/14,23:12:00,"1,015.50",19,84,東北,5.3,0,-
434,臺北,2017/12/14,22:12:00,"1,015.90",19.2,83,東北,5,0,-
435,臺北,2017/12/14,21:12:00,"1,016.10",19.4,80,東北,3.4,0,-
436,臺北,2017/12/14,20:12:00,"1,016.10",19.7,77,東北,5.2,0,-
437,臺北,2017/12/14,19:12:00,"1,016.10",19.6,76,東北,4.1,0,0
438,臺北,2017/12/14,18:12:00,"1,015.90",19.4,76,東北東,3.2,0,0
439,臺北,2017/12/14,17:12:00,"1,015.30",19.5,75,東北,4.7,0,0.3
440,臺北,2017/12/14,16:12:00,"1,015.10",19.7,74,東北,4.5,0,0
441,臺北,2017/12/14,15:12:00,"1,014.70",19.4,76,東北,4.2,0,0
442,臺北,2017/12/14,14:12:00,"1,015",20.1,73,東北,4.8,0,0
443,臺北,2017/12/14,13:12:00,"1,015.10",20.5,74,東北,4.6,0,0
444,臺北,2017/12/14,12:12:00,"1,015.80",20.7,74,東北,6.6,0,0.2
445,臺北,2017/12/14,11:12:00,"1,016.40",20.9,74,東北,5.7,0,0.5
446,臺北,2017/12/14,10:12:00,"1,017.10",21.1,74,東北東,4.5,0,0.7
447,臺北,2017/12/14,09:12:00,"1,017.10",20.3,77,東北,4.2,0,0.9
448,臺北,2017/12/14,08:12:00,"1,016.90",18.1,77,東北,3.6,0,0
449,臺北,2017/12/14,07:12:00,"1,016.70",18,75,東北東,3.3,0,0
450,臺北,2017/12/14,06:12:00,"1,016.40",17.5,78,東北東,2.8,0,0
451,臺北,2017/12/14,05:12:00,"1,015.90",17.6,77,東北,4.3,0,-
452,臺北,2017/12/14,04:12:00,"1,015.60",17.6,76,東北,3.9,0,-
453,臺北,2017/12/14,03:12:00,"1,015.90",17.7,73,東北,4.1,0,-
454,臺北,2017/12/14,02:12:00,"1,016.30",17.5,73,東北東,4,0,-
455,臺北,2017/12/14,01:12:00,"1,017.30",16.3,81,東北東,2.9,0,-
456,臺北,2017/12/14,00:12:00,"1,015.50",19.1,83,東北,4.4,0,-
457,臺北,2017/12/13,23:12:00,"1,018.40",16.3,83,東北東,3.7,0,-
458,臺北,2017/12/13,22:12:00,"1,018.60",16.4,83,東北東,5.3,0,-
459,臺北,2017/12/13,21:12:00,"1,018.50",16.3,84,東北東,4.3,0,-
460,臺北,2017/12/13,20:12:00,"1,018.40",16.5,84,東北東,5.5,0,-
461,臺北,2017/12/13,19:12:00,"1,017.90",16.4,85,東北,4.7,0,0
462,臺北,2017/12/13,18:12:00,"1,017.50",16.7,84,東北,6.1,0,0
463,臺北,2017/12/13,17:12:00,"1,016.30",17.3,83,東北,5.3,0,0
464,臺北,2017/12/13,16:12:00,"1,015.90",17.6,83,東北,4.2,0,0
465,臺北,2017/12/13,15:12:00,"1,015.90",18.1,81,東北,5.2,0,0
466,臺北,2017/12/13,14:12:00,"1,015.70",18.3,81,東北,4.4,0,0
467,臺北,2017/12/13,13:12:00,"1,016",18.4,81,東北,5.7,0,0
468,臺北,2017/12/13,12:12:00,"1,016.80",18,83,東北,4.8,0,0
469,臺北,2017/12/13,11:12:00,"1,017.50",18.2,84,東北,5.9,0,0
470,臺北,2017/12/13,10:12:00,"1,017.80",18,84,東北,5.1,0,0
471,臺北,2017/12/13,09:12:00,"1,017.40",18.5,84,東北,5.9,0,0
472,臺北,2017/12/13,08:12:00,"1,016.90",18.2,85,東北,4.6,0,0
473,臺北,2017/12/13,07:12:00,"1,016.20",17.9,85,東北,5.1,0,0
474,臺北,2017/12/13,06:12:00,"1,015.80",18,84,東北,3.9,0,0
475,臺北,2017/12/13,05:12:00,"1,014.60",17.9,85,東北東,5.7,0,-
476,臺北,2017/12/13,04:12:00,"1,014.90",17.8,85,東北,3.3,0,-
477,臺北,2017/12/13,03:12:00,"1,015.20",17.3,87,東北東,3.2,0,-
478,臺北,2017/12/13,02:12:00,"1,015.50",17.1,86,東北東,4,0,-
479,臺北,2017/12/13,01:12:00,"1,016",17.1,85,東北,4.1,0,-
480,臺北,2017/12/13,00:12:00,"1,017.90",16.2,83,東北東,3.9,0,-
481,臺北,2017/12/12,23:12:00,"1,016.70",17,85,東北東,2.5,0,-
482,臺北,2017/12/12,22:12:00,"1,017.10",17,85,東北,4.2,0,-
483,臺北,2017/12/12,21:12:00,"1,017.20",16.9,86,東北,3.8,0,-
484,臺北,2017/12/12,20:12:00,"1,017.20",16.9,86,東北,4.5,0,-
485,臺北,2017/12/12,19:12:00,"1,016.90",17,86,東北,4.7,0,0
486,臺北,2017/12/12,18:12:00,"1,016.40",17.1,85,東北東,3.7,0,0
487,臺北,2017/12/12,17:12:00,"1,016.50",16.8,86,東北,3.3,1,0
488,臺北,2017/12/12,16:12:00,"1,015.90",16.9,85,東北東,2.6,1,0
489,臺北,2017/12/12,15:12:00,"1,015.60",17,86,東北東,4.1,1,0
490,臺北,2017/12/12,14:12:00,"1,015.90",17.1,85,東北,2.9,0,0
491,臺北,2017/12/12,13:12:00,"1,016.10",16.9,85,東北東,4.2,1,0
492,臺北,2017/12/12,12:12:00,"1,017.50",17,86,東北,2.4,1,0
493,臺北,2017/12/12,11:12:00,"1,017.90",17.1,84,東北,2.5,0,0
494,臺北,2017/12/12,10:12:00,"1,018.30",16.6,87,東北,2.1,1,0
495,臺北,2017/12/12,09:12:00,"1,018.50",16.5,86,東北,3.1,2,0
496,臺北,2017/12/12,08:12:00,"1,018.40",16.4,84,東北東,3.3,1,0
497,臺北,2017/12/12,07:12:00,"1,017.60",16.4,84,東北,3.5,0,0
498,臺北,2017/12/12,06:12:00,"1,017",16.6,84,東北,4.9,0,0
499,臺北,2017/12/12,05:12:00,"1,016.10",16.5,79,東北,4,0,-
500,臺北,2017/12/12,04:12:00,"1,016",17.8,70,東北東,4.1,0,-
501,臺北,2017/12/12,03:12:00,"1,016.10",18,64,東,2.2,0,-
502,臺北,2017/12/12,02:12:00,"1,015.90",18.1,61,東,2.7,0,-
503,臺北,2017/12/12,01:12:00,"1,016.30",18.3,59,東北東,3.8,0,-
504,臺北,2017/12/12,00:12:00,"1,016.30",17.2,86,東北東,3,0,-
505,臺北,2017/12/11,23:12:00,"1,016.70",18.5,57,東北東,3.1,0,-
506,臺北,2017/12/11,22:12:00,"1,016.80",18.3,59,東,3.8,0,-
507,臺北,2017/12/11,21:12:00,"1,016.90",18.3,60,東北東,3,0,-
508,臺北,2017/12/11,20:12:00,"1,017.30",18.1,61,東,2.6,0,-
509,臺北,2017/12/11,19:12:00,"1,016.90",18.1,62,東北東,3.5,0,0
510,臺北,2017/12/11,18:12:00,"1,016.80",18,62,東,2.2,0,0
511,臺北,2017/12/11,17:12:00,"1,016.40",17.9,62,東北,4.3,0,0
512,臺北,2017/12/11,16:12:00,"1,016",17.9,61,東北,4.1,0,0
513,臺北,2017/12/11,15:12:00,"1,015.90",17.9,61,東北,3.5,0,0
514,臺北,2017/12/11,14:12:00,"1,015.50",18,62,東北,3.3,0,0
515,臺北,2017/12/11,13:12:00,"1,015.80",18.1,63,北北東,3.5,0,0
516,臺北,2017/12/11,12:12:00,"1,016.50",18.2,61,東北,4.3,0,0
517,臺北,2017/12/11,11:12:00,"1,017.20",18.3,62,東北,4.6,0,0
518,臺北,2017/12/11,10:12:00,"1,017.50",18.1,62,東北,5,0,0
519,臺北,2017/12/11,09:12:00,"1,017.50",17.9,61,東北,5.3,0,0
520,臺北,2017/12/11,08:12:00,"1,017.40",17.7,61,東北,4.3,0,0
521,臺北,2017/12/11,07:12:00,"1,017.30",17.6,61,東北,4.5,0,0
522,臺北,2017/12/11,06:12:00,"1,017.10",17.8,61,東北,3.7,0,0
523,臺北,2017/12/11,05:12:00,"1,016.90",17.7,62,東北東,3.6,0,-
524,臺北,2017/12/11,04:12:00,"1,016.60",17.7,65,北北東,2.5,0,-
525,臺北,2017/12/11,03:12:00,"1,016.20",18.1,65,北北東,2.1,0,-
526,臺北,2017/12/11,02:12:00,"1,015.90",18.6,65,東北,3.1,0,-
527,臺北,2017/12/11,01:12:00,"1,016",18.8,65,東北,3.3,0,-
528,臺北,2017/12/11,00:12:00,"1,016.40",18.2,60,東北東,4.2,0,-
529,臺北,2017/12/10,23:12:00,"1,015.90",18.9,70,東北,3.5,0,-
530,臺北,2017/12/10,22:12:00,"1,015.90",19.2,73,東北,3.7,0,-
531,臺北,2017/12/10,21:12:00,"1,015.50",18.3,80,東,1.1,0,-
532,臺北,2017/12/10,20:12:00,"1,015.30",17.7,81,南,1.3,0,-
533,臺北,2017/12/10,19:12:00,"1,014.90",18,79,東北,0.5,0,0
534,臺北,2017/12/10,18:12:00,"1,014.30",18.8,77,北北東,0.8,0,0
535,臺北,2017/12/10,17:12:00,"1,013.30",19.1,77,南,1.3,0,0.5
536,臺北,2017/12/10,16:12:00,"1,013.10",20.2,75,西北西,0.9,0,1
537,臺北,2017/12/10,15:12:00,"1,012.50",21.5,70,靜風,0.2,0,1
538,臺北,2017/12/10,14:12:00,"1,012.60",21.9,71,西北西,1.4,0,0.8
539,臺北,2017/12/10,13:12:00,"1,013.20",20.5,74,西,2,0,0
540,臺北,2017/12/10,12:12:00,"1,013.60",20.1,75,西北西,1,0,0.5
541,臺北,2017/12/10,11:12:00,"1,014",20.1,73,南南西,0.6,0,1
542,臺北,2017/12/10,10:12:00,"1,014.80",19,70,南南西,1.1,0,1
543,臺北,2017/12/10,09:12:00,"1,015",16.4,84,南,0.6,0,0.7
544,臺北,2017/12/10,08:12:00,"1,014.70",14.4,87,南南西,0.6,0,0.1
545,臺北,2017/12/10,07:12:00,"1,014",13.1,86,靜風,0.1,0,0
546,臺北,2017/12/10,06:12:00,"1,013.40",13,86,南,0.6,0,0
547,臺北,2017/12/10,05:12:00,"1,013.10",12.9,86,南南西,1,0,-
548,臺北,2017/12/10,04:12:00,"1,013",13,86,靜風,0.2,0,-
549,臺北,2017/12/10,03:12:00,"1,013.20",13.3,86,南,1.1,0,-
550,臺北,2017/12/10,02:12:00,"1,013.20",13.4,86,南南西,1.1,0,-
551,臺北,2017/12/10,01:12:00,"1,013.10",13.5,85,靜風,0.1,0,-
552,臺北,2017/12/10,00:12:00,"1,015.90",18.9,68,東北,3.8,0,-
553,臺北,2017/12/9,23:12:00,"1,013.40",15.1,82,南南西,1.4,0,-
554,臺北,2017/12/9,22:12:00,"1,013.30",16.4,78,東北,2.5,0,-
555,臺北,2017/12/9,21:12:00,"1,013.50",16.6,77,東北,2.7,0,-
556,臺北,2017/12/9,20:12:00,"1,013",16.4,79,東北,3.7,0,-
557,臺北,2017/12/9,19:12:00,"1,013.30",16.6,78,東北東,2.6,0,0
558,臺北,2017/12/9,18:12:00,"1,013.60",16.3,80,東北東,2.1,0,0
559,臺北,2017/12/9,17:12:00,"1,013.40",16.6,81,東北東,2.3,0,0
560,臺北,2017/12/9,16:12:00,"1,013.20",16.6,82,東北,2.9,0,0
561,臺北,2017/12/9,15:12:00,"1,013.30",16.4,83,東北,2.8,0,0
562,臺北,2017/12/9,14:12:00,"1,013.50",16.1,85,東北,2.9,0,0
563,臺北,2017/12/9,13:12:00,"1,014.50",15.8,87,東北,1.5,0,0
564,臺北,2017/12/9,12:12:00,"1,015.70",15.6,87,東北,1.9,0,0
565,臺北,2017/12/9,11:12:00,"1,015.80",15.3,86,東北,2.8,1,0
566,臺北,2017/12/9,10:12:00,"1,016.50",14.8,84,東,2,1,0
567,臺北,2017/12/9,09:12:00,"1,016.70",14.3,84,東,2.1,1,0
568,臺北,2017/12/9,08:12:00,"1,016.80",14.1,79,東南東,2,1,0
569,臺北,2017/12/9,07:12:00,"1,016.60",13.9,79,東,2.9,0,0
570,臺北,2017/12/9,06:12:00,"1,016.80",13.6,79,東南東,2.6,1,0
571,臺北,2017/12/9,05:12:00,"1,017.10",14.1,76,東南東,1.8,0,-
572,臺北,2017/12/9,04:12:00,"1,017.30",14.5,73,東北東,2.1,0,-
573,臺北,2017/12/9,03:12:00,"1,017.40",14.5,76,東,2.2,0,-
574,臺北,2017/12/9,02:12:00,"1,018.10",13.7,83,南南東,0.5,0,-
575,臺北,2017/12/9,01:12:00,"1,018.40",13.9,78,東南,1.1,0,-
576,臺北,2017/12/9,00:12:00,"1,013.30",14.3,85,南南東,0.7,0,-
577,臺北,2017/12/8,23:12:00,"1,019.10",13.8,77,東南,1.9,0,-
578,臺北,2017/12/8,22:12:00,"1,019.30",13.7,76,東南東,1.4,1,-
579,臺北,2017/12/8,21:12:00,"1,020.20",15.1,64,東,1.9,0,-
580,臺北,2017/12/8,20:12:00,"1,020.20",15.5,58,東北東,2,0,-
581,臺北,2017/12/8,19:12:00,"1,019.90",15.4,58,東北,2.5,0,0
582,臺北,2017/12/8,18:12:00,"1,019.70",15.5,59,東北,2.4,0,0
583,臺北,2017/12/8,17:12:00,"1,019.10",15.4,58,北北東,1.8,0,0
584,臺北,2017/12/8,16:12:00,"1,018.50",15.5,58,北北東,2.4,0,0
585,臺北,2017/12/8,15:12:00,"1,018.20",15.6,58,北,3.4,0,0
586,臺北,2017/12/8,14:12:00,"1,018",15.6,61,北北東,3.5,0,0
587,臺北,2017/12/8,13:12:00,"1,018.20",15.7,65,北,3.8,0,0
588,臺北,2017/12/8,12:12:00,"1,018.50",15.8,65,北,4.2,0,0
589,臺北,2017/12/8,11:12:00,"1,019.60",15.7,70,北,2.5,0,0
590,臺北,2017/12/8,10:12:00,"1,020.80",15.2,72,北北東,2.4,0,0
591,臺北,2017/12/8,09:12:00,"1,021.50",14.8,73,北北東,1.3,0,0
592,臺北,2017/12/8,08:12:00,"1,020.80",14.9,75,東北,2.5,0,0
593,臺北,2017/12/8,07:12:00,"1,020",14.8,83,西,1.1,0,0
594,臺北,2017/12/8,06:12:00,"1,019.30",14.4,87,南,0.6,1,0
595,臺北,2017/12/8,05:12:00,"1,018.70",14.6,86,南南東,0.7,0,-
596,臺北,2017/12/8,04:12:00,"1,018.60",15.1,87,東南,1.7,0,-
597,臺北,2017/12/8,03:12:00,"1,018.10",15,88,南,1.1,3,-
598,臺北,2017/12/8,02:12:00,"1,017.60",15.4,87,西南,1.4,2,-
599,臺北,2017/12/8,01:12:00,"1,017.10",16.2,86,西南西,0.7,2,-
600,臺北,2017/12/8,00:12:00,"1,018.90",13.8,77,東南,1.6,0,-
601,臺北,2017/12/7,23:12:00,"1,015.90",16.8,87,東北,0.6,2,-
602,臺北,2017/12/7,22:12:00,"1,015.20",16.9,85,東北,3.5,1,-
603,臺北,2017/12/7,21:12:00,"1,015.10",17.2,87,東北東,1.7,0,-
604,臺北,2017/12/7,20:12:00,"1,014.90",17.2,88,北,0.6,2,-
605,臺北,2017/12/7,19:12:00,"1,014.80",17.6,87,西南西,0.8,0,0
606,臺北,2017/12/7,18:12:00,"1,014",17.8,86,東北東,1.9,0,0
607,臺北,2017/12/7,17:12:00,"1,013.30",17.6,87,東北,1.5,0,0
608,臺北,2017/12/7,16:12:00,"1,013.10",17.6,88,東南東,0.7,1,0
609,臺北,2017/12/7,15:12:00,"1,012.90",17.4,89,東,1.1,2,0
610,臺北,2017/12/7,14:12:00,"1,013",17.9,88,西北西,0.8,4,0
611,臺北,2017/12/7,13:12:00,"1,013.10",18.1,86,西,0.5,1,0
612,臺北,2017/12/7,12:12:00,"1,013.70",18.1,89,東北,0.7,0,0
613,臺北,2017/12/7,11:12:00,"1,014.30",18.4,86,東北,1.7,0,0
614,臺北,2017/12/7,10:12:00,"1,014.50",18.3,86,東北,1.8,0,0
615,臺北,2017/12/7,09:12:00,"1,015.10",17.6,86,東北,2.5,0,0
616,臺北,2017/12/7,08:12:00,"1,015.10",17,86,東北,1.8,0,0
617,臺北,2017/12/7,07:12:00,"1,014.80",16.7,86,東,2.8,1,0
618,臺北,2017/12/7,06:12:00,"1,015.50",16.7,87,東,1.5,0,0
619,臺北,2017/12/7,05:12:00,"1,015",16.5,88,東南東,1.7,1,-
620,臺北,2017/12/7,04:12:00,"1,015",16.5,87,東南東,1.6,3,-
621,臺北,2017/12/7,03:12:00,"1,015.10",16.8,85,東,1.9,1,-
622,臺北,2017/12/7,02:12:00,"1,014.80",16.7,86,東北東,2.4,1,-
623,臺北,2017/12/7,01:12:00,"1,015.10",16.6,85,東北東,2.8,1,-
624,臺北,2017/12/7,00:12:00,"1,015.80",16.5,87,東,1.5,1,-
625,臺北,2017/12/6,23:12:00,"1,015.70",16.4,82,東北,3.3,0,-
626,臺北,2017/12/6,22:12:00,"1,016.20",16.7,80,東北,3.8,0,-
627,臺北,2017/12/6,21:12:00,"1,016.30",17,78,東,1.4,0,-
628,臺北,2017/12/6,20:12:00,"1,016.60",16.8,78,東北東,1.7,0,-
629,臺北,2017/12/6,19:12:00,"1,016.50",17.2,75,東,1.4,0,0
630,臺北,2017/12/6,18:12:00,"1,015.90",16.8,75,東北東,3.5,0,0
631,臺北,2017/12/6,17:12:00,"1,015.80",16.7,76,東北,3.2,0,0
632,臺北,2017/12/6,16:12:00,"1,015.30",16.5,75,東北東,3,0,0
633,臺北,2017/12/6,15:12:00,"1,015.20",16.3,76,東北,4.6,0,0
634,臺北,2017/12/6,14:12:00,"1,015.50",16.4,76,東北東,4.3,0,0
635,臺北,2017/12/6,13:12:00,"1,015.70",16.6,73,東北,3.9,0,0
636,臺北,2017/12/6,12:12:00,"1,016.60",16.3,71,東北,4.7,0,0
637,臺北,2017/12/6,11:12:00,"1,017",16.4,70,東北東,3.7,0,0
638,臺北,2017/12/6,10:12:00,"1,017.40",16.6,68,東北,3.4,0,0
639,臺北,2017/12/6,09:12:00,"1,017",16.9,65,東北東,5.1,0,0
640,臺北,2017/12/6,08:12:00,"1,017.40",16.2,67,東,4.2,0,0
641,臺北,2017/12/6,07:12:00,"1,017.40",15.5,71,東北東,4,0,0
642,臺北,2017/12/6,06:12:00,"1,017.50",15.7,67,東北東,2.7,0,0
643,臺北,2017/12/6,05:12:00,"1,016.60",15.8,66,東北,4.3,0,-
644,臺北,2017/12/6,04:12:00,"1,016.60",16.2,62,東北東,3.6,0,-
645,臺北,2017/12/6,03:12:00,"1,016.10",16.6,60,東北東,3.9,0,-
646,臺北,2017/12/6,02:12:00,"1,016.20",16.6,60,東北東,3.8,0,-
647,臺北,2017/12/6,01:12:00,"1,016.60",16.6,59,東北東,2.7,0,-
