序號,測站氣壓(hPa),溫度(℃),相對溼度(%),風向,風速(m/s)
733,1017.5,19.7,85,3,3.8
734,1018.2,19.2,85,3,3.0
735,1018.5,18.9,87,4,2.5
736,1018.5,18.6,85,4,3.3
737,1018.0,18.3,85,4,3.4
738,1017.4,18.3,84,4,4.1
739,1016.9,18.3,84,3,3.7
740,1016.5,18.3,84,3,4.3
741,1016.8,18.4,84,3,3.7
742,1017.1,18.6,84,3,4.7
743,1017.4,18.7,83,4,4.0
744,1015.1,19.4,85,3,3.8
745,1018.2,18.9,84,3,4.1
746,1018.5,19.0,83,4,4.1
747,1018.6,19.0,83,3,4.3
748,1018.5,18.8,83,4,2.9
749,1018.2,19.1,82,3,4.1
750,1017.5,19.0,81,3,5.0
751,1017.1,19.2,80,3,4.4
752,1016.8,19.3,80,3,4.2
753,1016.7,19.4,79,3,4.5
754,1016.6,19.0,80,3,4.9
755,1017.1,19.6,78,4,5.8
756,1018.0,20.0,77,3,4.7
757,1018.5,19.9,78,4,4.5
758,1019.4,19.7,77,3,5.1
759,1019.4,19.0,79,3,4.5
760,1018.7,19.3,78,3,3.8
761,1018.2,19.0,78,3,4.7
762,1017.6,19.0,78,4,3.8
763,1016.9,19.2,77,4,4.4
764,1016.6,19.1,78,4,4.7
765,1016.6,19.3,77,3,4.8
766,1016.6,19.4,77,3,3.5
767,1016.8,19.5,77,3,5.0
768,1017.6,18.8,84,3,4.6
769,1017.1,19.8,78,3,3.7
770,1017.4,20.2,78,3,4.3
771,1017.2,20.6,77,3,5.0
772,1016.8,20.7,79,3,4.1
773,1016.2,21.1,77,3,3.9
774,1015.4,21.4,76,3,4.7
775,1014.4,21.6,77,3,3.8
776,1013.7,22.0,75,3,4.6
777,1013.0,22.8,74,3,4.1
778,1012.7,23.4,74,3,5.1
779,1013.0,24.3,75,3,3.7
780,1013.9,23.6,78,3,4.7
781,1014.5,23.8,79,3,4.5
782,1015.1,24.1,77,3,2.1
783,1015.4,23.5,78,3,4.1
784,1015.0,22.9,79,4,3.0
785,1014.4,22.4,78,3,3.5
786,1013.9,22.1,81,3,3.7
787,1013.4,22.5,77,3,4.1
788,1013.3,23.0,77,3,4.8
789,1013.0,23.7,76,3,4.2
790,1012.9,24.0,78,3,2.8
791,1013.0,23.9,80,1,0.5
792,1016.9,19.6,79,3,3.6
793,1013.4,23.6,80,19,0.7
794,1014.0,23.9,79,17,0.2
795,1014.1,23.6,80,15,1.4
796,1013.9,24.0,78,16,0.7
797,1013.4,24.2,77,1,0.7
798,1012.8,24.1,77,16,0.4
799,1012.1,24.1,76,12,0.3
800,1011.1,25.1,73,14,1.3
801,1010.7,26.5,72,13,2.1
802,1010.4,29.1,67,14,1.7
803,1010.7,29.8,65,12,0.3
804,1011.7,29.7,65,13,1.1
805,1012.9,28.9,66,12,1.2
806,1013.2,29.6,63,4,1.9
807,1013.4,28.5,68,4,1.9
808,1013.5,25.5,75,6,0.7
809,1013.5,22.8,80,8,0.4
810,1013.2,23.0,78,9,1.1
811,1012.5,24.5,77,7,1.2
812,1012.0,25.6,72,3,2.8
813,1011.9,26.1,70,3,3.7
814,1012.0,25.7,72,3,3.3
815,1012.7,25.6,73,3,3.9
816,1012.9,23.7,80,16,0.5
817,1013.1,25.9,71,4,2.5
818,1013.4,25.7,71,3,3.0
819,1013.3,25.9,69,3,4.3
820,1013.3,26.1,68,3,3.5
821,1013.1,25.8,70,3,3.8
822,1012.8,26.5,67,3,4.0
823,1012.3,27.1,65,4,2.8
824,1011.9,28.1,61,4,3.6
825,1011.5,29.2,60,4,4.3
826,1011.6,30.1,58,4,4.0
827,1012.2,30.0,56,4,3.5
828,1013.3,29.5,59,4,3.7
829,1014.0,28.6,62,3,3.3
830,1014.8,27.4,66,3,3.0
831,1014.8,26.7,70,3,3.4
832,1014.5,24.4,73,3,3.7
833,1014.2,23.0,74,4,2.0
834,1013.6,22.3,76,3,1.9
835,1012.8,22.5,75,3,2.0
836,1012.4,22.9,75,3,2.7
837,1012.3,23.2,74,3,3.5
838,1012.1,23.2,74,3,3.8
839,1012.7,23.3,74,3,4.5
840,1012.8,25.8,72,3,4.3
841,1013.6,23.2,77,3,4.9
842,1014.1,23.3,75,3,5.4
843,1014.4,23.1,75,3,4.7
844,1014.4,22.7,75,3,4.2
845,1014.3,22.6,76,3,4.0
846,1014.0,22.2,77,3,4.3
847,1013.9,22.3,77,4,3.6
848,1013.8,22.4,77,4,4.1
849,1013.6,22.7,78,3,5.9
850,1014.0,22.5,79,3,4.3
851,1014.4,22.5,78,3,4.8
852,1015.5,22.1,78,3,6.3
853,1016.5,22.7,77,3,5.7
854,1017.5,21.8,80,4,3.4
855,1017.9,21.3,82,3,3.8
856,1017.7,20.1,86,3,3.9
857,1017.2,19.6,87,3,3.7
858,1016.9,19.8,86,4,2.6
859,1016.4,19.6,85,3,3.7
860,1016.6,19.6,85,3,3.0
861,1016.9,19.7,86,5,1.7
862,1016.6,19.8,85,3,2.8
863,1016.9,20.0,86,4,1.8
864,1013.1,23.3,76,3,4.5
865,1017.3,20.0,83,3,3.3
866,1018.0,20.2,83,3,2.3
867,1017.7,20.2,83,4,2.3
868,1017.6,20.3,81,4,2.7
869,1017.6,20.7,80,4,1.6
870,1016.9,20.8,78,4,2.8
871,1016.9,20.9,78,4,2.5
872,1016.8,21.0,78,3,4.1
873,1016.2,21.6,78,4,2.4
874,1016.1,22.4,77,17,0.2
875,1016.8,22.0,81,19,0.6
876,1017.3,22.7,81,13,0.5
877,1018.3,22.0,83,14,0.5
878,1018.6,21.5,86,17,0.1
879,1018.5,21.2,87,17,0.2
880,1018.4,20.6,87,13,0.7
881,1017.7,19.6,90,9,1.1
882,1016.9,19.3,90,9,1.0
883,1016.2,19.1,90,10,0.3
884,1016.2,19.1,89,8,0.9
885,1016.6,19.2,88,10,0.9
886,1017.0,18.9,90,9,1.2
887,1017.1,19.0,89,11,0.8
888,1017.3,20.0,84,5,2.2
889,1016.8,19.0,89,7,1.6
890,1018.3,19.0,89,16,1.2
891,1018.9,18.8,89,9,0.4
892,1018.7,18.9,89,8,0.9
893,1018.2,18.9,88,15,1.5
894,1017.4,19.1,88,16,1.8
895,1016.6,19.3,85,3,2.3
896,1016.4,18.6,87,2,1.0
897,1016.6,18.2,86,6,3.8
898,1017.8,18.5,86,5,0.9
899,1018.3,18.4,87,11,0.7
900,1018.8,18.5,89,4,0.7
901,1019.0,18.4,89,8,1.1
902,1019.6,18.3,88,11,0.9
903,1019.9,18.1,88,12,1.3
904,1019.3,18.0,90,17,0.0
905,1018.7,18.2,89,3,1.8
906,1018.4,18.3,89,1,0.9
907,1017.8,18.2,88,2,1.1
908,1017.8,18.0,87,3,3.0
909,1017.7,17.7,86,3,3.9
910,1017.9,17.6,85,3,4.0
911,1018.0,18.1,82,3,4.3
912,1016.9,19.1,89,10,0.9
913,1019.3,17.7,82,3,2.7
914,1020.0,17.6,77,4,3.6
915,1019.9,18.7,70,4,3.2
916,1020.2,18.8,69,4,4.1
917,1020.3,18.8,67,5,4.1
918,1019.7,18.7,68,4,3.4
919,1019.2,19.1,64,4,3.8
920,1018.9,18.9,65,4,3.0
921,1018.9,18.7,67,4,2.4
922,1019.4,18.2,69,3,4.3
923,1019.7,18.0,69,3,3.8
924,1021.2,18.2,69,4,3.6
925,1022.1,18.0,69,4,3.9
926,1022.5,18.2,68,3,4.1
927,1022.7,18.5,65,3,3.9
928,1021.5,18.4,64,3,3.7
929,1021.1,18.6,65,3,2.0
930,1020.1,18.3,65,5,2.1
931,1019.3,18.1,67,4,2.4
932,1019.4,17.8,70,3,2.5
933,1018.8,17.7,71,3,4.2
934,1019.0,17.7,73,3,3.4
935,1019.0,18.3,69,4,2.4
936,1018.7,18.0,81,4,3.7
937,1019.1,18.1,68,4,2.7
938,1019.3,18.4,65,4,2.2
939,1018.9,18.2,66,4,3.2
940,1018.9,17.9,68,4,3.5
941,1019.0,17.7,69,4,2.7
942,1018.2,17.4,70,4,2.0
943,1018.1,17.0,70,3,4.0
944,1017.9,17.1,70,3,4.1
945,1017.6,17.3,71,4,2.4
946,1017.3,17.4,72,3,2.4
947,1017.4,17.2,74,3,3.4
948,1018.2,17.0,76,3,3.2
949,1018.9,17.2,75,4,3.4
950,1020.1,17.0,77,3,2.6
951,1019.5,16.9,79,3,2.0
952,1019.5,17.1,84,13,0.6
953,1018.6,16.6,86,8,0.4
954,1017.9,16.4,87,11,0.7
955,1017.0,16.3,88,10,0.9
956,1016.3,16.5,85,10,1.3
957,1016.2,17.2,82,14,0.5
958,1016.0,17.5,81,4,1.9
959,1016.1,17.5,84,10,1.4
960,1018.7,18.0,70,4,2.4
961,1015.7,18.1,84,9,1.4
962,1015.6,18.1,86,11,1.0
963,1015.5,18.3,85,12,0.9
964,1015.1,18.3,86,9,1.1
965,1014.4,18.5,85,11,1.1
966,1013.5,18.8,85,11,1.2
967,1012.8,18.8,84,12,0.4
968,1011.9,18.9,87,17,0.1
969,1011.5,19.3,84,13,1.0
970,1011.1,19.6,85,17,0.2
971,1011.2,20.4,80,7,1.0
972,1011.8,21.1,79,13,0.5
973,1012.8,20.9,80,14,1.2
974,1013.3,21.4,79,13,1.4
975,1013.7,21.4,80,14,0.8
976,1013.1,21.4,80,14,1.7
977,1012.1,20.9,83,13,1.4
978,1011.4,20.9,83,13,1.1
979,1010.9,21.0,84,14,1.0
980,1010.7,21.4,85,13,1.6
981,1010.7,21.6,86,13,0.4
982,1010.9,21.6,86,13,1.3
983,1011.3,22.0,86,13,0.7
984,1016.0,17.9,83,8,0.8
985,1011.0,21.9,85,8,0.8
986,1011.6,22.2,85,9,0.8
987,1011.5,22.3,84,4,1.4
988,1011.4,22.6,83,4,2.0
989,1011.4,22.8,82,4,2.5
990,1010.9,22.9,81,4,2.7
991,1010.6,23.1,79,3,4.0
992,1010.3,23.4,77,3,4.5
993,1010.3,23.0,81,3,4.6
994,1010.9,22.6,81,3,5.0
995,1011.6,23.1,80,3,4.1
996,1012.8,22.5,82,3,5.4
997,1014.3,22.0,85,3,4.6
998,1015.4,21.1,86,3,4.8
999,1015.8,20.4,86,4,4.5
1000,1016.4,19.6,86,4,2.5
1001,1016.2,19.1,86,4,3.0
1002,1015.7,18.9,85,4,2.4
1003,1015.2,18.7,85,5,2.4
1004,1015.8,18.7,85,3,2.4
1005,1015.9,18.7,85,5,2.4
1006,1016.4,18.7,85,4,2.8
1007,1016.6,18.6,85,3,3.7
1008,1011.3,22.1,85,12,1.0
1009,1017.0,18.6,85,5,2.5
1010,1017.5,18.6,84,5,2.5
1011,1017.4,18.5,84,4,2.4
1012,1017.3,18.5,83,4,3.3
1013,1016.6,19.2,81,4,2.8
1014,1016.0,19.1,82,3,3.5
1015,1015.7,19.1,83,3,3.1
1016,1015.2,19.3,82,4,3.3
1017,1014.5,19.4,82,3,3.3
1018,1014.4,19.5,83,4,4.4
1019,1014.7,19.4,83,4,3.1
1020,1015.7,19.4,83,3,3.2
1021,1016.6,19.7,85,4,2.4
1022,1017.4,19.3,85,4,2.6
1023,1017.1,19.5,85,4,2.0
1024,1016.7,19.2,86,3,2.4
1025,1016.3,18.9,86,4,1.7
1026,1015.7,18.7,85,4,2.3
1027,1015.3,18.6,86,5,1.8
1028,1015.2,18.4,86,3,2.5
1029,1014.8,18.4,86,4,2.6
1030,1015.2,18.3,86,4,1.7
1031,1015.8,18.3,85,4,2.0
1032,1016.9,18.6,84,3,3.5
1033,1016.1,18.1,86,3,2.4
1034,1016.5,17.9,85,3,3.9
1035,1016.2,17.8,84,3,3.5
1036,1016.1,17.6,84,3,3.4
1037,1015.8,17.6,82,3,4.1
1038,1015.5,17.3,83,3,4.4
1039,1015.1,17.4,83,3,4.4
1040,1014.8,17.4,81,3,5.8
1041,1014.9,18.2,75,3,4.3
1042,1014.9,19.2,71,4,4.0
1043,1015.7,18.6,76,3,4.2
1044,1016.8,19.3,76,4,3.5
1045,1017.7,18.8,76,4,4.3
1046,1018.5,18.2,80,5,3.3
1047,1019.2,17.1,80,3,3.8
1048,1019.3,17.0,80,4,4.1
1049,1019.0,16.7,82,4,3.7
1050,1018.7,16.5,83,4,2.9
1051,1018.3,16.7,80,3,3.5
1052,1017.7,16.9,79,3,4.4
1053,1017.6,16.7,79,3,3.6
1054,1017.7,16.6,80,4,3.7
1055,1018.4,16.8,78,4,3.0
1056,1016.1,18.1,86,3,2.7
1057,1018.0,17.5,74,3,4.7
1058,1018.1,17.6,74,3,5.3
1059,1017.8,18.0,74,4,4.6
1060,1017.0,18.3,75,3,4.9
1061,1016.4,18.7,75,3,4.4
1062,1015.4,19.2,74,3,5.0
1063,1014.2,20.0,74,3,4.5
1064,1013.0,20.6,75,3,3.3
1065,1012.2,21.1,75,3,3.4
1066,1011.4,21.9,73,3,3.1
1067,1011.0,22.1,75,3,2.7
1068,1011.1,22.3,78,10,1.2
1069,1011.5,22.1,80,10,1.9
1070,1011.1,22.7,79,9,1.4
1071,1010.3,22.9,75,2,3.2
1072,1009.2,22.9,82,14,2.6
1073,1008.7,23.6,77,15,0.5
1074,1007.6,24.3,74,13,1.3
1075,1006.7,24.5,74,12,1.1
1076,1005.7,24.4,75,1,0.5
1077,1005.7,24.2,77,1,0.3
1078,1005.9,24.6,77,15,1.1
1079,1005.9,24.7,75,17,0.0
1080,1018.0,17.0,76,3,5.3
1081,1006.6,25.3,72,8,1.1
1082,1006.9,25.9,72,8,2.0
1083,1006.7,26.4,70,9,0.9
1084,1006.5,26.5,68,10,0.3
1085,1006.2,26.3,68,17,0.0
1086,1005.9,26.2,69,16,0.6
1087,1005.6,27.1,65,13,0.3
1088,1005.0,27.7,62,16,1.4
1089,1004.9,28.2,62,1,0.7
1090,1005.0,30.5,62,13,0.9
1091,1005.5,30.1,63,17,0.2
1092,1006.9,29.4,62,11,0.3
1093,1007.9,28.1,66,13,0.8
1094,1009.0,26.7,71,11,0.4
1095,1009.3,25.8,74,10,1.0
1096,1009.3,24.1,77,7,0.3
1097,1009.0,23.9,77,9,1.1
1098,1008.4,23.7,80,9,1.3
1099,1008.2,24.1,79,10,1.1
1100,1008.1,24.0,77,10,1.2
1101,1008.6,24.2,74,8,1.3
1102,1008.9,24.4,75,9,0.6
1103,1009.3,24.5,75,10,1.2
1104,1006.4,24.9,73,10,0.7
1105,1009.1,25.0,73,1,1.5
1106,1009.4,25.5,73,3,2.3
1107,1009.7,25.5,74,3,2.2
1108,1009.6,25.5,75,3,2.3
1109,1009.6,25.6,73,3,4.0
1110,1009.1,25.9,72,3,4.8
1111,1008.9,26.4,69,3,4.3
1112,1008.5,27.3,66,3,3.1
1113,1008.4,28.4,67,4,3.8
1114,1009.0,28.5,66,3,3.4
1115,1009.8,28.2,69,3,3.5
1116,1010.8,27.5,69,3,3.9
1117,1012.1,27.3,70,3,5.8
1118,1012.8,26.5,73,3,4.6
1119,1013.5,25.7,77,3,2.2
1120,1012.8,24.5,82,3,4.1
1121,1012.4,23.4,82,3,3.1
1122,1012.0,23.0,83,3,3.4
1123,1011.5,23.1,83,4,2.9
1124,1011.7,23.3,83,3,3.0
1125,1011.7,23.4,81,3,3.0
1126,1012.0,23.4,80,4,2.6
1127,1012.3,23.5,77,3,4.3
1128,1009.5,24.6,75,10,1.1
1129,1013.4,23.7,75,4,2.9
1130,1013.8,23.8,75,4,2.9
1131,1013.6,23.8,74,4,3.0
1132,1013.2,23.7,73,4,2.9
1133,1013.0,23.8,71,4,3.4
1134,1012.4,23.7,76,4,4.1
1135,1012.8,24.0,74,4,4.0
1136,1012.6,24.1,75,3,3.4
1137,1011.7,24.1,76,5,3.1
1138,1012.2,24.2,67,3,4.7
1139,1012.1,24.9,65,3,4.2
1140,1012.6,25.3,64,3,3.0
1141,1013.7,25.1,67,4,3.8
1142,1014.3,24.2,70,3,2.9
1143,1014.4,24.0,71,4,4.6
1144,1014.4,22.7,75,5,2.5
1145,1013.6,22.5,74,3,3.7
1146,1013.0,22.3,76,3,2.4
1147,1012.6,22.3,76,4,2.9
1148,1012.2,22.3,77,4,2.6
1149,1012.3,22.3,76,5,3.0
1150,1012.4,22.2,77,4,3.0
1151,1012.4,22.4,75,5,2.0
1152,1012.6,23.5,77,4,3.1
1153,1012.7,22.2,76,3,2.9
1154,1012.7,22.4,74,3,1.6
1155,1012.9,22.3,75,3,2.2
1156,1013.0,22.0,77,3,3.5
1157,1012.6,22.5,76,3,3.7
1158,1011.7,22.5,74,3,4.3
1159,1011.2,22.5,76,3,4.2
1160,1010.7,23.2,75,4,2.9
1161,1010.1,23.9,73,3,4.6
1162,1010.1,23.5,76,3,4.7
1163,1010.3,24.0,75,3,4.5
1164,1011.2,24.2,77,3,3.7
1165,1012.0,23.8,81,4,2.3
1166,1012.6,23.5,81,3,2.5
1167,1012.8,24.1,80,5,1.0
1168,1012.6,23.0,81,3,1.6
1169,1011.6,22.5,83,3,1.1
1170,1011.3,22.4,81,5,1.7
1171,1010.7,22.6,82,5,1.0
1172,1009.5,22.4,82,5,1.1
1173,1009.2,22.6,80,5,1.6
1174,1009.0,23.2,77,4,1.6
1175,1009.1,23.2,76,4,2.7
1176,1012.5,22.3,76,5,2.2
1177,1009.4,23.4,77,3,3.8
1178,1009.4,23.4,78,3,3.2
1179,1009.8,23.2,79,3,1.4
1180,1009.3,23.1,81,3,2.9
1181,1009.1,23.0,81,4,3.3
1182,1009.6,22.9,82,3,2.1
1183,1009.0,23.2,81,5,0.5
1184,1008.4,23.2,80,3,2.7
1185,1008.2,23.6,80,1,2.2
1186,1008.3,24.1,78,2,0.8
1187,1009.0,24.0,78,7,0.5
1188,1009.7,24.2,78,10,1.2
1189,1010.6,23.9,79,5,1.4
1190,1011.4,23.1,81,4,2.0
1191,1011.4,22.5,83,3,2.3
1192,1011.2,22.4,83,5,2.3
1193,1011.0,21.9,84,5,1.1
1194,1010.8,21.5,84,9,0.3
1195,1009.9,21.2,84,5,1.3
1196,1010.3,21.5,84,9,0.9
1197,1010.3,21.6,83,7,1.1
1198,1010.5,21.8,82,5,2.0
1199,1010.8,21.7,82,5,2.6
1200,1009.2,23.1,76,3,2.8
1201,1011.8,22.0,79,3,2.2
1202,1011.8,22.2,77,3,2.7
1203,1011.8,22.3,77,4,3.4
1204,1011.7,22.1,77,3,3.5
1205,1011.3,22.0,76,3,5.0
1206,1010.9,21.8,77,3,4.6
1207,1010.9,21.3,78,3,3.5
1208,1010.8,21.5,77,3,3.6
1209,1011.0,22.0,75,4,3.6
1210,1011.2,22.4,74,3,4.0
1211,1011.6,22.1,75,4,5.7
1212,1012.2,22.9,75,4,4.2
1213,1013.0,22.7,77,3,3.7
1214,1013.4,21.9,78,3,4.3
1215,1013.6,21.6,79,4,3.5
1216,1013.3,20.8,81,3,3.7
1217,1012.7,20.9,80,4,3.0
1218,1012.3,20.9,80,5,2.3
1219,1011.9,20.8,80,4,3.8
1220,1011.7,20.7,81,3,3.8
1221,1012.0,20.6,82,3,3.6
1222,1012.1,20.4,82,4,3.1
1223,1012.7,20.5,81,3,4.0
1224,1011.5,21.7,82,3,2.5
1225,1013.7,20.6,80,4,3.1
1226,1014.1,20.7,80,3,3.5
1227,1014.1,21.0,81,4,3.6
1228,1014.1,20.9,80,4,2.5
1229,1013.9,20.7,76,4,2.6
1230,1013.7,21.4,75,3,4.4
1231,1013.6,21.8,73,3,3.6
1232,1013.1,22.0,75,3,4.0
1233,1012.8,22.0,77,4,2.8
1234,1013.0,21.7,77,4,2.9
1235,1013.2,21.9,74,3,3.6
1236,1014.0,21.8,76,3,3.9
1237,1014.6,21.9,78,3,3.6
1238,1014.7,22.0,78,4,3.0
1239,1014.6,22.1,77,5,3.2
1240,1013.9,22.5,75,3,4.0
1241,1013.4,22.5,77,3,4.2
1242,1012.6,22.8,75,3,5.0
1243,1012.0,23.1,73,3,4.1
1244,1011.4,23.9,75,3,4.2
1245,1011.2,24.7,79,3,3.4
1246,1011.1,24.8,77,3,2.7
1247,1011.4,24.7,78,3,3.4
1248,1013.2,20.6,81,4,2.7
1249,1012.0,25.3,75,3,1.8
1250,1011.8,26.3,70,3,2.8
1251,1011.6,26.3,71,3,2.9
1252,1011.5,26.6,71,3,3.9
1253,1011.0,26.9,69,3,2.2
1254,1010.4,27.3,67,3,2.9
1255,1009.8,28.4,64,3,3.2
1256,1009.2,29.2,62,3,1.6
1257,1008.9,30.3,60,3,3.3
1258,1008.8,31.5,55,4,1.3
1259,1009.2,31.0,56,5,2.0
1260,1009.7,30.4,57,5,2.7
1261,1010.4,29.9,60,4,2.2
1262,1011.1,29.5,63,3,2.8
1263,1011.7,27.6,67,4,4.0
1264,1011.6,26.0,73,3,3.0
1265,1011.3,24.1,77,3,3.2
1266,1011.0,24.0,76,3,3.7
1267,1010.4,24.1,76,3,2.7
1268,1010.1,24.1,78,3,3.1
1269,1010.2,24.2,76,3,4.4
1270,1010.5,24.3,75,3,4.3
1271,1010.8,24.5,73,3,4.8
1272,1011.6,25.1,76,3,2.6
1273,1011.8,25.0,72,4,3.3
1274,1012.2,24.3,77,3,4.8
1275,1012.4,24.1,78,3,5.0
1276,1012.7,23.9,79,3,4.1
1277,1012.6,23.8,79,3,5.2
1278,1012.2,23.8,77,3,4.8
1279,1012.0,23.8,76,3,4.7
1280,1011.9,23.7,77,3,5.7
1281,1011.6,24.3,76,3,5.0
1282,1012.1,23.8,78,3,5.6
1283,1012.5,23.7,78,3,5.4
1284,1013.3,24.1,76,4,5.2
1285,1013.8,24.8,76,4,4.0
1286,1014.5,23.2,81,4,3.3
1287,1014.7,23.0,82,3,3.8
1288,1014.6,22.6,83,3,3.8
1289,1014.1,22.3,83,4,3.3
1290,1013.8,22.3,82,3,4.3
1291,1013.2,22.2,83,3,3.8
1292,1013.0,22.2,81,4,3.2
1293,1013.2,22.5,80,4,2.3
1294,1013.2,22.9,78,4,3.0
1295,1013.7,22.9,79,4,3.2
1296,1011.3,24.7,73,3,5.6
1297,1014.3,22.7,79,4,3.8
1298,1014.4,23.1,76,4,4.5
1299,1014.7,23.3,74,3,2.8
1300,1014.6,23.4,74,3,3.6
1301,1014.3,23.3,74,3,3.6
1302,1013.7,23.4,75,3,3.2
1303,1013.2,23.4,75,3,3.4
1304,1013.0,24.5,73,3,3.7
1305,1012.6,24.6,74,3,3.5
1306,1012.4,25.1,72,3,3.9
1307,1012.6,25.5,73,3,4.0
1308,1013.2,24.9,75,3,4.6
1309,1013.8,24.8,76,3,3.9
1310,1014.5,24.1,78,3,3.8
1311,1014.8,23.3,80,4,3.0
1312,1014.4,22.8,81,3,3.9
1313,1014.0,22.9,80,3,2.9
1314,1013.4,22.9,78,3,3.0
1315,1013.2,23.4,75,4,1.8
1316,1013.0,23.8,77,4,0.7
1317,1013.0,23.8,82,5,1.8
1318,1013.2,23.9,82,5,1.1
1319,1013.4,24.2,80,3,1.7
1320,1013.8,22.8,80,3,3.5
1321,1013.8,24.7,77,3,1.1
1322,1013.8,25.2,74,17,0.1
1323,1013.3,25.1,73,13,0.3
1324,1013.0,25.5,74,13,0.9
1325,1012.5,26.7,72,14,1.4
1326,1011.6,27.2,67,13,0.9
1327,1010.8,27.6,67,13,0.4
1328,1010.0,28.4,65,14,0.7
1329,1009.5,30.3,62,14,1.1
1330,1009.6,31.1,60,15,0.6
1331,1009.8,31.7,59,15,0.4
1332,1010.4,30.1,59,5,1.1
1333,1011.0,29.9,59,5,2.9
1334,1011.8,30.0,58,5,2.2
1335,1012.0,29.0,66,4,2.3
1336,1011.9,27.9,70,4,3.4
1337,1011.6,26.4,72,3,2.8
1338,1011.3,26.6,70,4,2.4
1339,1010.9,27.1,68,4,4.0
1340,1010.6,26.8,69,4,3.9
1341,1010.7,26.3,74,4,2.6
1342,1010.9,26.3,74,2,2.3
1343,1011.1,26.1,75,3,3.1
1344,1013.4,24.5,77,13,0.9
1345,1011.2,25.8,77,3,4.0
1346,1012.2,25.5,78,3,2.5
1347,1012.2,25.6,74,3,3.7
1348,1011.8,26.1,71,3,3.9
1349,1011.5,26.5,69,3,4.0
1350,1011.3,26.5,68,3,2.8
1351,1011.0,27.1,64,4,3.0
1352,1010.9,28.0,61,4,3.7
1353,1010.6,28.3,62,3,3.0
1354,1010.7,28.2,60,4,2.8
1355,1010.8,28.1,59,4,2.0
1356,1011.3,28.2,58,5,3.5
1357,1012.4,27.9,61,4,4.2
1358,1012.9,27.1,65,3,6.7
1359,1013.8,25.9,68,3,5.4
1360,1013.7,24.6,71,3,3.7
1361,1013.3,23.6,72,3,3.1
1362,1012.7,23.0,73,3,3.6
1363,1012.9,23.1,72,3,5.2
1364,1013.0,23.0,72,3,4.8
1365,1013.0,23.0,71,3,5.0
1366,1013.5,22.9,73,3,5.3
1367,1014.1,22.4,76,3,6.2
1368,1011.0,26.1,75,3,3.8
1369,1015.3,22.0,77,3,4.8
1370,1015.9,21.8,78,3,4.5
1371,1016.3,21.2,80,3,4.8
1372,1016.4,21.2,78,4,4.4
1373,1016.4,20.9,79,4,3.7
1374,1016.1,20.9,78,3,5.2
1375,1016.2,21.3,74,3,5.0
1376,1016.0,21.6,73,3,5.6
1377,1015.6,21.6,74,3,6.1
1378,1015.8,21.6,75,3,5.5
1379,1016.5,21.2,74,3,5.9
1380,1017.1,21.4,72,4,6.2
1381,1017.8,21.2,73,3,4.8
1382,1018.8,20.9,73,3,5.0
1383,1018.9,20.8,72,3,5.8
1384,1018.6,20.0,77,3,5.8
1385,1018.2,19.3,78,3,4.5
1386,1018.0,19.0,77,3,4.9
1387,1017.7,19.2,74,3,4.7
1388,1017.5,19.4,73,3,3.9
1389,1018.1,19.4,73,3,3.8
1390,1018.5,19.6,71,4,4.9
1391,1019.4,19.8,70,4,3.9
1392,1014.9,22.0,77,3,3.9
1393,1020.4,18.3,81,3,5.3
1394,1020.8,19.4,71,4,4.1
1395,1021.0,18.2,82,3,4.5
1396,1021.4,18.1,80,3,4.6
1397,1021.2,17.8,80,3,4.6
1398,1021.0,17.9,80,3,4.5
1399,1020.6,18.6,76,4,3.9
1400,1020.4,19.4,70,3,5.1
1401,1019.9,19.2,73,4,4.0
1402,1019.8,19.3,74,3,6.5
1403,1019.8,20.1,69,3,4.7
1404,1020.9,19.9,73,3,4.5
1405,1021.1,19.7,78,3,5.5
1406,1021.6,19.6,81,3,4.5
1407,1021.3,19.8,82,3,4.6
1408,1020.7,19.8,84,4,2.9
1409,1019.7,19.5,84,5,2.3
1410,1019.2,19.6,79,3,2.6
1411,1018.6,20.3,76,3,3.7
1412,1017.9,20.8,74,4,3.8
1413,1017.3,22.9,65,2,2.9
1414,1017.2,22.9,69,3,4.0
1415,1017.4,22.6,69,3,3.4
1416,1020.0,19.1,77,3,3.6
1417,1017.4,21.4,85,12,1.3
1418,1017.1,22.7,77,4,1.2
1419,1017.1,22.1,80,4,1.5
1420,1016.9,21.7,82,6,0.9
1421,1016.0,22.4,78,5,1.5
1422,1015.3,22.1,78,4,2.2
1423,1014.6,22.2,75,7,2.1
1424,1014.0,22.5,72,6,1.9
1425,1013.6,22.9,69,4,2.9
1426,1013.4,23.0,71,5,2.9
1427,1013.3,23.2,72,3,2.1
1428,1013.4,23.5,74,1,3.1
1429,1013.4,23.8,84,19,0.3
1430,1013.9,23.9,83,11,1.1
1431,1013.9,23.7,83,11,0.8
1432,1013.5,23.6,85,10,0.7
1433,1012.7,23.3,86,17,0.2
1434,1011.7,23.3,85,4,1.0
1435,1011.0,23.2,86,3,1.4
1436,1010.3,23.2,86,4,0.7
1437,1010.6,23.6,87,4,0.4
1438,1010.6,23.7,87,10,0.4
1439,1010.7,23.7,86,17,0.2
1440,1017.5,21.8,78,2,2.2
1441,1011.3,25.4,77,17,0.1
1442,1011.2,25.6,76,17,0.2
1443,1010.9,25.6,77,5,2.0
